VariableName,Description,SurveyQuestion,Href
wordj,word j,"We would like to know something about how people go about guessing words they do not know. On this card are listed some words--you may know some of them, and you may not know quite a few of them. On each line the first word is in capital letters -- like BEAST. Then there are five other words. Tell me the number of the word that comes closest to the meaning of the word in capital letters. For example, if the word in capital letters is BEAST, you would say ""4"" since ""animal"" come closer to BEAST than any of the other words. If you wish, I will read the words to you. These words are difficult for almost everyone -- just give me your best guess if you are not sure of the answer. CIRCLE ONE CODE NUMBER FOR EACH ITEM BELOW. J. Word J",/variables/5304/vshow
wordsum,number words correct in vocabulary test,"We would like to know something about how people go about guessing words they do not know. On this card are listed some words--you may know some of them, and you may not know quite a few of them. On each line the first word is in capital letters -- like BEAST. Then there are five other words. Tell me the number of the word that comes closest to the meaning of the word in capital letters. For example, if the word in capital letters is BEAST, you would say ""4"" since ""animal"" come closer to BEAST than any of the other words. If you wish, I will read the words to you. These words are difficult for almost everyone -- just give me your best guess if you are not sure of the answer. CIRCLE ONE CODE NUMBER FOR EACH ITEM BELOW. K. Total number of correct words.",/variables/5305/vshow
workhard,to work hard,"If you had to choose, which thing on this list would you pick as the most important for a child to learn to prepare him or her for life? [INTERVIEWER: READ CHOICES] A. Which comes next in importance? B. Which comes third? C. Which comes fourth? 4. To work hard",/variables/516/vshow
workhsps,hard working -lazy,"Now I have some questions about different groups in our society. I'm going to show you a seven-point scale on which the characteristics of people in a group can be rated. In the first statement a score of 1 means that you think almost all of the people in that group are ""rich."" A score of 7 means that you think almost everyone in the group are ""poor."" A score of 4 means you think that the group is not towards one end or another, and of course you may choose any number In between that comes closest to where you think people in the group stand. B. The second set of characteristics asks if people in the group tend to be hard-working or if they tend to be lazy. 5. Hispanic Americans?",/variables/1188/vshow
workwhts,hard working - lazy,"Now I have some questions about different groups in our society. I'm going to show you a seven-point scale on which the characteristics of people in a group can be rated. In the first statement a score of 1 means that you think almost all of the people in that group are ""rich."" A score of 7 means that you think almost everyone in the group are ""poor."" A score of 4 means you think that the group is not towards one end or another, and of course you may choose any number In between that comes closest to where you think people in the group stand. B. The second set of characteristics asks if people in the group tend to be hard-working or if they tend to be lazy. 1. Where would you rate whites in general on this scale?",/variables/1184/vshow
wrkbaby,shld woman with preschooler work?,"Do you think that women should work outside the home full-time, part-time or not at all under these circumstances: B. When there is a child under school age.",/variables/4354/vshow
wrkgovt1,govt employee,"Are/were you employed by the government? (Please consider federal, state, or local government.)",/variables/7432/vshow
wrkgovt2,private employee,Are/were you employed by a private employer (including non-profit organizations)?,/variables/7433/vshow
wrkhome,how often r works at home,How often do you work at home as part of your job?,/variables/2767/vshow
wrksch,shld woman work after youngest in school?,"Do you think that women should work outside the home full-time, part-time or not at all under these circumstances: C. After the youngest child starts school.",/variables/4355/vshow
wrksched,usual work schedule,Which of the following best describes your usual work schedule?,/variables/2763/vshow
wrkslf,r self-emp or works for somebody,"A. What kind of work do you (did you normally) do? That is, what (is/was) your job called? OCCUPATION: [See REMARKS] B. What (do/did) you actually do in that job? Tell me, what (are/were) some of your main duties? C. What kind of place (do/did) you work for? INDUSTRY: [See REMARKS] D. What (do/did) they (make/do)? E. (Are/Were) you self employed or (do/did) you work for someone else? F. (Are/Were) you employed by the federal, state or local government or by a private employer (including non-profit organizations)? G. About how much time (does/did) it usually take you to travel to work - about how many minutes?",/variables/9/vshow
wrkstat,labor force status,"Last week were you working full time, part time, going to school, keeping house, or what?",/variables/3/vshow
wrktype,work arrangement at main job,How would you describe your work arrangement in your main job?,/variables/2760/vshow
wrkwayup,Black people overcome prejudice without favors,"B. Do you agree strongly, agree somewhat, neither agree nor disagree, disagree somewhat, or disagree strongly with the following statement (HAND CARD TO RESPONDENT): Irish, Italians, Jewish and many other minorities overcame prejudice and worked their way up. Black people should do the same without special favors.",/variables/424/vshow
wwwhr,www hours per week,"Not counting e-mail, about how many minutes or hours per week Do you use the Web? (Include time you spend visiting regular web sites and time spent using interactive Internet services like chat rooms, Usenet groups, discussion forums, bulletin boards, and the like.) A. Hours per week?",/variables/2384/vshow
wwwmin,www minutes per week,"Not counting e-mail, about how many minutes or hours per week Do you use the Web? (Include time you spend visiting regular web sites and time spent using interactive Internet services like chat rooms, Usenet groups, discussion forums, bulletin boards, and the like.) B. Minutes per week?",/variables/2385/vshow
xmarsex,sex with person other than spouse,"What is your opinion about a married person having sexual relations with someone other than the marriage partner--is it always wrong, almost always wrong, wrong only sometimes, or not wrong at all?",/variables/633/vshow
xmovie,seen x-rated movie in last year,A. Have you seen an X-rated movie in the last year?,/variables/641/vshow
xnorcsiz,expanded norc size code,B. NORC SIZE OF PLACE,/variables/120/vshow
yearsjob,time at current job,How long have you worked in your present job for your current employer?,/variables/2761/vshow
yousup,how many people do you supervise directly,"As an official part of your main job, do you supervise the work of other employees or tell other employees what work to do? A. How many people Do you supervise directly?",/variables/1314/vshow
